,Company,highratedfor,criticalratedfor,rating,reviews,salaries,interviews,jobs,companyCard,branches
1887,Axiscades,"Promotions, Salary, Company Culture",,3.1,579,3.8k,65,3,IT Services & Consulting | Bengaluru +13 other locations,NA
1888,Iron Mountain Inc,"Promotions, Job Security, Skill Development",,3.7,580,3.1k,33,116,IT Services & Consulting | Bengaluru +49 other locations,NA
1889,Allianz Services,"Job Security, Company Culture, Work Life Balance","Salary, Promotions",4.1,580,2.4k,33,9,Insurance | Thiruvananthapuram +13 other locations,NA
1890,BEML,Job Security,"Promotions, Company Culture, Salary",3.7,579,1.7k,29,--,Industrial Machinery | Bengaluru +36 other locations,NA
1891,Damco Solutions,"Promotions, Skill Development, Work Satisfaction",,3.5,579,2.2k,44,14,IT Services & Consulting | Noida +22 other locations,NA
1892,Quest Retail Private Limited,"Company Culture, Work Life Balance, Job Security",,4.0,577,930,15,2,Retail | Gurugram +64 other locations,NA
1893,Fenesta Building Systems,"Job Security, Company Culture, Work Life Balance",Promotions,4.0,577,2k,40,19,Building Material | Gurugram +74 other locations,NA
1894,PureSoftware,"Job Security, Promotions, Skill Development",,2.9,578,3.6k,68,40,Software Product | Noida +10 other locations,NA
1895,Country Delight,Salary,Promotions,3.9,579,2.4k,43,6,Food Processing | Gurugram +36 other locations,NA
1896,PayU Payments,"Promotions, Job Security, Work Satisfaction",,3.3,576,4.3k,68,142,FinTech | Gurugram +22 other locations,NA
1897,Crystal Crop Protection,Work Life Balance,Promotions,3.9,576,1.8k,25,2,Agro Chemicals | New Delhi +89 other locations,NA
1898,Prochant,Work Life Balance,,3.8,576,2.4k,69,39,Analytics & KPO | Chennai +9 other locations,NA
1899,GAMMON INDIA,"Company Culture, Work Satisfaction, Skill Development",Promotions,3.7,576,1.1k,31,--,Engineering & Construction | Mumbai +72 other locations,NA
1900,Icl Fincorp,"Company Culture, Work Life Balance, Work Satisfaction",,4.7,575,624,143,5,NBFC | Thrissur +64 other locations,NA
1901,Ambit Finvest,"Salary, Company Culture, Work Life Balance",,4.0,573,1.9k,28,7,NBFC | Mumbai +117 other locations,NA
1902,Maxop Engineering Co.,"Salary, Work Life Balance, Work Satisfaction",,4.1,574,2.3k,49,3,Auto Components | Gurugram +17 other locations,NA
1903,Applied Materials,"Promotions, Work Satisfaction, Skill Development",,3.7,573,4.9k,90,107,Semiconductors | Bengaluru +11 other locations,NA
1904,Jaipur Rugs,"Company Culture, Skill Development, Work Life Balance",,4.3,574,851,64,1,Fashion & Textile | Jaipur +20 other locations,NA
1905,Wood Group,"Work Life Balance, Salary",Promotions,3.8,573,2.8k,68,60,Engineering & Construction | Chennai +29 other locations,NA
1906,WayCool Foods and Products,"Job Security, Promotions, Company Culture",,3.4,573,2.8k,42,--,FMCG | Chennai +42 other locations,NA
1907,AVIOM,"Work Life Balance, Salary, Work Satisfaction",,4.0,572,1.2k,31,1,NBFC | New Delhi +188 other locations,NA
1908,Matrimonialsindia,"Company Culture, Work Life Balance, Work Satisfaction",,4.9,573,117,13,--,Internet | New Delhi +1 other locations,NA
1909,McCain Foods,"Salary, Work Life Balance, Company Culture",Promotions,4.0,572,1.7k,37,4,FMCG | Mahesana +73 other locations,NA
1910,Pinnacle Infotech,Job Security,"Company Culture, Work Life Balance, Work Satisfaction",3.4,572,2.8k,61,21,IT Services & Consulting | Durgapur +19 other locations,NA
1911,HBL Power Systems,Work Life Balance,"Promotions, Salary",4.0,571,2.2k,33,7,Electrical Equipment | Hyderabad +49 other locations,NA
1912,Genesys International Corporation,"Promotions, Salary, Company Culture",,3.2,572,2.4k,21,4,IT Services & Consulting | Mumbai +15 other locations,NA
1913,J K Fenner,Promotions,,3.9,571,2k,36,--,Engineering & Construction | Chennai +56 other locations,NA
1914,TSYS|Total System Services,"Work Life Balance, Company Culture, Salary",,4.1,570,4.2k,68,1,FinTech | Pune +11 other locations,NA
1915,ArcelorMittal,"Work Life Balance, Job Security, Salary",Promotions,4.0,571,3.2k,43,25,Iron & Steel | Surat +50 other locations,NA
1916,Empower,"Job Security, Company Culture, Work Life Balance",Promotions,4.0,570,4.2k,60,37,Financial Services | Bengaluru +12 other locations,NA
1917,Laxmi Organic Industries,Promotions,,3.8,570,2.1k,45,13,Chemicals | Mahad +20 other locations,NA
1918,Toyota Industries Engine India,"Company Culture, Work Life Balance, Job Security",Promotions,4.3,569,1.5k,31,--,Auto Components | Bengaluru +15 other locations,NA
1919,Andritz Hydro Location India,Job Security,Promotions,3.8,569,2.8k,34,8,Industrial Machinery | Chennai +28 other locations,NA
1920,Voyants Solutions,"Promotions, Job Security, Skill Development",,3.7,569,1.7k,58,211,Engineering & Construction | Gurugram +96 other locations,NA
1921,Paramount Health Services Tpa,Work Life Balance,"Promotions, Salary",3.8,570,2.3k,35,21,Insurance | Mumbai +40 other locations,NA
1922,QSpiders,"Promotions, Salary, Job Security",,3.7,569,1.8k,98,--,Education & Training | Bengaluru +26 other locations,NA
1923,Lear Corporation,"Work Life Balance, Company Culture, Job Security",Promotions,4.0,568,2.9k,25,11,Auto Components | Pune +19 other locations,NA
1924,Paras Dairy,"Job Security, Promotions, Company Culture",,3.5,568,1.6k,31,6,Food Processing | New Delhi +60 other locations,NA
1925,SAEL Industries Limited,"Work Life Balance, Salary",Promotions,3.9,568,2k,50,34,Power | New Delhi +65 other locations,NA
1926,Dishman Carbogen Amcis,Work Life Balance,"Promotions, Job Security, Company Culture",3.6,569,2.2k,37,49,Pharma | Ahmedabad +15 other locations,NA
1927,AVEVA,"Work Life Balance, Company Culture",Promotions,4.0,568,1.9k,31,35,Software Product | Hyderabad +14 other locations,NA
1928,Transport Corporation Of India,Job Security,"Company Culture, Promotions, Salary",3.8,567,1.9k,38,--,Logistics | Gurugram +83 other locations,NA
1929,Baker Hughes,"Work Life Balance, Company Culture, Salary",Promotions,4.0,568,4.1k,65,88,Oil & Gas | Bengaluru +38 other locations,NA
1930,"DATAMARK, Inc.","Promotions, Salary, Work Satisfaction",,3.4,567,1.7k,34,40,BPO | Chennai +13 other locations,NA
1931,Amway India Enterprises,"Work Life Balance, Company Culture, Salary",Promotions,4.1,567,2.1k,19,13,Fitness & Wellness | Gurugram +80 other locations,NA
1932,Congruex Asia Pacific,"Company Culture, Work Life Balance","Promotions, Skill Development, Salary",3.7,567,2.3k,68,4,Engineering & Construction | Sahibzada Ajit Singh Nagar +24 other locations,NA
1933,Micromax Informatics,Work Life Balance,"Promotions, Job Security",3.9,566,1.3k,23,--,Consumer Electronics & Appliances | New Delhi +118 other locations,NA
1934,SoftAge Information Technology,"Promotions, Job Security",,3.6,566,945,23,12,IT Services & Consulting | Gurugram +127 other locations,NA
1935,BUSINESSNEXT,"Work Satisfaction, Promotions, Skill Development",,3.5,565,3.9k,76,4,Software Product | Noida +9 other locations,NA
1936,Prestige Group,"Work Life Balance, Job Security, Company Culture",,4.2,567,2.6k,50,14,Real Estate | Bengaluru +31 other locations,NA
1937,DB Schenker,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,4.3,565,2.3k,26,--,Logistics | Gurugram +40 other locations,NA
1938,UTL Solar,"Promotions, Company Culture, Job Security",,3.6,564,1.8k,62,49,Electronics Manufacturing | New Delhi +80 other locations,NA
1939,Levi Strauss & Co.,"Company Culture, Work Life Balance, Work Satisfaction",,4.2,564,2k,33,17,Fashion & Textile | Bengaluru +80 other locations,NA
1940,Magma General Insurance Limited,Promotions,,3.8,564,2.3k,41,34,Insurance | Mumbai +87 other locations,NA
1941,Vishwa Samudra Engineering,"Promotions, Job Security, Company Culture",,3.6,563,1.6k,37,7,Engineering & Construction | Hyderabad +45 other locations,NA
1942,Western Refrigeration,"Job Security, Salary","Company Culture, Promotions",3.8,562,2.3k,41,40,Industrial Machinery | Vapi +43 other locations,NA
1943,Premier Energies,"Company Culture, Work Life Balance, Job Security",Promotions,4.0,562,2k,48,14,Electronics Manufacturing | Hyderabad +26 other locations,NA
1944,Titan Engineering & Automation,"Job Security, Skill Development","Promotions, Work Life Balance",3.8,562,3.3k,37,13,Engineering & Construction | Hosur +18 other locations,NA
1945,MR.DIY,"Company Culture, Work Life Balance, Work Satisfaction",,3.4,562,1.4k,51,5,Retail | Mumbai +86 other locations,NA
1946,Marelli,"Promotions, Skill Development, Company Culture",,3.5,562,2.8k,46,--,Auto Components | Gurugram +18 other locations,NA
1947,United Spirits,"Skill Development, Salary, Company Culture","Promotions, Job Security",4.1,560,1.5k,15,9,Beverage | Bengaluru +95 other locations,NA
1948,MITS Global Consulting,"Company Culture, Work Life Balance, Salary",,4.5,560,922,43,--,Recruitment | Mumbai +12 other locations,NA
1949,Mahendra NextWealth IT,"Promotions, Salary, Company Culture",,3.4,559,1.9k,26,6,IT Services & Consulting | Salem +26 other locations,NA
1950,Sandoz,"Work Life Balance, Salary, Company Culture",Promotions,4.0,559,2.5k,26,6,Pharma | Hyderabad +21 other locations,NA
1951,Unified Mentor,"Work Life Balance, Skill Development, Work Satisfaction",Salary,4.1,558,404,128,4,IT Services & Consulting | Bengaluru +45 other locations,NA
1952,Navin Fluorine International,"Job Security, Salary","Promotions, Work Satisfaction, Skill Development",3.8,558,2.7k,30,3,Chemicals | Surat +17 other locations,NA
1953,Artemis Hospitals,"Work Life Balance, Skill Development, Work Satisfaction",Promotions,4.1,558,1.5k,20,9,Healthcare | Gurugram +20 other locations,NA
1954,LendingKart,"Promotions, Job Security, Skill Development",,3.6,559,2.6k,39,16,NBFC | Ahmedabad +46 other locations,NA
1955,Toothsi,"Job Security, Promotions, Company Culture",,2.7,559,2.2k,67,--,Internet | Mumbai +20 other locations,NA
1956,Renault,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,3.9,558,1.9k,33,--,Automobile | Chennai +148 other locations,NA
1957,NAV Backoffice,"Salary, Promotions",,3.8,558,2.5k,37,1,Accounting & Auditing | Jaipur +10 other locations,NA
1958,Harman Finochem,"Company Culture, Promotions, Job Security",,3.6,559,2.8k,44,21,Pharma | Chhatrapati Sambhajinagar +14 other locations,NA
1959,Datamatics Business Solutions,"Promotions, Salary, Work Satisfaction",,3.3,558,2.6k,47,20,Management Consulting | Mumbai +13 other locations,NA
1960,Solara Active Pharma Sciences,"Promotions, Company Culture",,3.7,558,2.8k,45,2,Pharma | Chennai +19 other locations,NA
1961,Bajaj Consumer Care,"Company Culture, Work Life Balance",Promotions,3.8,558,1.4k,34,4,FMCG | Mumbai +112 other locations,NA
1962,Carlsberg,"Salary, Company Culture, Job Security",Promotions,4.0,556,1.8k,39,15,Beverage | Gurugram +68 other locations,NA
1963,The Times of India,"Promotions, Salary, Work Satisfaction",,3.6,555,2.9k,45,--,Media & Entertainment | New Delhi +53 other locations,NA
1964,Kirloskar Pneumatic,"Job Security, Company Culture, Work Life Balance",Promotions,4.0,554,2.6k,39,--,Industrial Machinery | Pune +22 other locations,NA
1965,Courtyard by Marriott,"Job Security, Company Culture, Skill Development",,4.2,555,1.1k,25,--,Hospitality | Mumbai +41 other locations,NA
1966,Innominds Software,"Promotions, Job Security, Company Culture",,3.2,555,4.7k,49,62,IT Services & Consulting | Hyderabad +7 other locations,NA
1967,FiveS Digital,"Salary, Promotions, Job Security",,3.3,554,1.5k,57,12,BPO | Jamshedpur +27 other locations,NA
1968,WPP Media,Job Security,"Promotions, Salary, Work Satisfaction",3.6,553,4.1k,43,5,Marketing & Advertising | Gurugram +27 other locations,NA
1969,Herbalife International,"Work Life Balance, Company Culture, Salary",,4.0,553,2.6k,30,10,Healthcare | Bengaluru +85 other locations,NA
1970,Z X Learning,"Company Culture, Work Life Balance, Work Satisfaction",,4.3,553,359,44,--,EdTech | Lucknow +89 other locations,NA
1971,Bharat Fritz Werner,Skill Development,"Promotions, Salary",3.9,552,2.4k,33,9,Industrial Machinery | Bengaluru +18 other locations,NA
1972,Practo,"Job Security, Promotions, Work Life Balance",,2.9,552,3k,83,37,Internet | Bengaluru +24 other locations,NA
1973,L & W Constructions,"Salary, Skill Development",Promotions,3.9,552,1.9k,28,3,Engineering & Construction | Bengaluru +19 other locations,NA
1974,Hitachi Cash Management Services,"Promotions, Company Culture, Work Life Balance",,3.2,553,1.3k,42,7,Other | Mumbai +103 other locations,NA
1975,GSPANN Technologies,"Company Culture, Work Life Balance, Work Satisfaction",,4.1,551,3.6k,49,71,IT Services & Consulting | Hyderabad +9 other locations,NA
1976,Kellogg Brown and Root,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,4.1,551,2.3k,41,51,Engineering & Construction | Chennai +36 other locations,NA
1977,Adani Cement,"Job Security, Promotions, Company Culture",,3.5,552,2.1k,58,--,Building Material | Ahmedabad +146 other locations,NA
1978,Enco Engineers Combine,"Promotions, Job Security, Company Culture",,3.6,551,1.6k,36,--,Auto Components | Gurugram +17 other locations,NA
1979,Virtual Employee,"Promotions, Job Security, Skill Development",,3.3,551,3.1k,51,--,Recruitment | Noida +22 other locations,NA
1980,BLK Super Speciality Hospital,"Skill Development, Company Culture, Job Security",Promotions,3.9,551,1.5k,35,--,Healthcare | New Delhi +16 other locations,NA
1981,Propertypistol Realty,Salary,"Job Security, Promotions",3.8,550,2k,80,34,Internet | Mumbai +25 other locations,NA
1982,Unimoni,"Company Culture, Work Life Balance, Skill Development",Promotions,3.8,551,2k,18,1,FinTech | Chennai +136 other locations,NA
1983,Indecomm Global Services,"Job Security, Work Life Balance, Company Culture",,4.1,550,2.6k,29,--,IT Services & Consulting | Bengaluru +13 other locations,NA
1984,Craftsman Automation,Salary,"Company Culture, Promotions, Work Life Balance",3.8,550,2.4k,24,--,Auto Components | Coimbatore +26 other locations,NA
1985,IKF Finance,"Work Life Balance, Salary, Company Culture",,3.9,550,1.4k,28,10,NBFC | Hyderabad +132 other locations,NA
1986,Haldiram Snacks,Promotions,,3.9,550,1.8k,23,22,Food Processing | Noida +69 other locations,NA
1987,AM Infoweb,"Skill Development, Salary",,3.8,550,1.4k,87,35,BPO | Pune +8 other locations,NA
1988,My Home Constructions,"Job Security, Work Life Balance, Company Culture",,4.3,549,2.2k,35,11,Real Estate | Hyderabad +19 other locations,NA
1989,RAK Ceramics,"Promotions, Work Satisfaction",,3.7,548,1.7k,34,11,Building Material | Kakinada +63 other locations,NA
1990,Macawber Beekay,"Job Security, Work Life Balance, Work Satisfaction",,4.2,548,1.7k,25,18,Industrial Machinery | Noida +56 other locations,NA
1991,Inox Wind,Job Security,"Promotions, Salary, Company Culture",3.7,547,1.7k,49,4,Power | Noida +41 other locations,NA
1992,Allianz Partners,"Job Security, Work Life Balance","Promotions, Skill Development, Salary",3.7,547,2.7k,39,--,Insurance | Gurugram +19 other locations,NA
1993,Utility Powertech,Work Life Balance,"Job Security, Promotions, Skill Development",3.9,546,1.7k,30,--,Power | New Delhi +93 other locations,NA
1994,Sulzer,Salary,Promotions,3.9,546,2.7k,36,2,Industrial Machinery | Pune +26 other locations,NA
1995,Gayatri Projects,"Promotions, Job Security",,3.9,545,1.8k,40,10,Engineering & Construction | Hyderabad +71 other locations,NA
1996,General Motors,"Company Culture, Work Life Balance, Skill Development",,4.0,545,2.1k,35,12,Automobile | Pune +35 other locations,NA
1997,Maini Precision Products,"Promotions, Salary, Company Culture",,3.4,545,2.8k,40,9,Auto Components | Bengaluru +11 other locations,NA
1998,Yokohama,"Promotions, Work Satisfaction, Salary",,3.6,544,2.1k,27,3,Auto Components | Bahadurgarh +44 other locations,NA
1999,Regalix,"Promotions, Job Security, Company Culture",,2.7,544,2.8k,58,55,Marketing & Advertising | Hyderabad +7 other locations,NA
2000,Tracxn,"Skill Development, Job Security, Promotions",,2.6,544,2.5k,113,60,Internet | Bengaluru +10 other locations,NA
2001,Zolo,"Promotions, Work Satisfaction, Company Culture",,3.4,544,2.2k,60,11,Internet | Bengaluru +26 other locations,NA
2002,Offshore Infrastructures,"Work Life Balance, Job Security, Work Satisfaction",,4.2,544,1.7k,25,--,Engineering & Construction | Mumbai +52 other locations,NA
2003,Fena,"Company Culture, Work Life Balance, Job Security",,4.0,543,1.5k,33,5,FMCG | New Delhi +87 other locations,NA
2004,Kidzee,"Work Life Balance, Skill Development, Company Culture",Salary,4.0,543,1.2k,25,2,EdTech | Kolkata +122 other locations,NA
2005,Hi Tech Gears,Work Life Balance,Promotions,3.9,543,2.1k,32,--,Auto Components | Bhiwadi +28 other locations,NA
2006,Roop Polymers,"Company Culture, Work Life Balance, Job Security",Promotions,3.9,543,1.8k,30,16,Auto Components | Gurugram +25 other locations,NA
2007,RuralShores,"Promotions, Salary, Company Culture",,3.6,543,1.2k,23,5,BPO | Bengaluru +47 other locations,NA
2008,RadiSys,"Work Life Balance, Skill Development",Promotions,3.8,542,2.5k,51,--,Telecom | Bengaluru +11 other locations,NA
2009,Ralson Tyres Limited,Job Security,"Promotions, Salary, Work Satisfaction",3.7,542,2.2k,48,8,Auto Components | Ludhiana +54 other locations,NA
